path	line	category	match	text
docs/bug-backlog.md	12	optimization-search	fopen	| 4 | B006 | `CardArtLib` `Cards.dat` loader lacks checks | high | medium | memory safety | `loadDat()` has unchecked `fopen`, `fread`, `malloc` | Add checks in source after build harness exists | malformed data harness | moderate |
docs/bugs/create-dibsection-after-color.md	1	optimization-search	CreateDIBSection	# Assertion after Choosing Start Color: `WM_CREATE CreateDIBSection`
docs/bugs/create-dibsection-after-color.md	10	optimization-search	CreateDIBSection	| Current active fix | Root `Shandalar.exe` and `Program/Shandalar.exe` were patched at file offset `0x1785b0` to pass `hSection = NULL` to `CreateDIBSection` instead of the game's file-mapping handle. Active root and `Program` `FaceMaker.exe` were also patched at file offset `0x5f40` for the same `hSection = NULL` change. Later Shandalar patches seed `mPlayer` at `0xa1a42`, bypass the fragile man
docs/bugs/create-dibsection-after-color.md	11	optimization-search	CreateDIBSection	| Runtime testing | User testing reports the FaceMaker/no-resolution swap and the `MTG` app-default Win8/desktop/pagefile settings did not resolve the assertion, and the first Shandalar-only patch still reproduced for the user. After patching Shandalar locally, `Shandalar-Win8-Test` repo/C-drive paths and the older `MTG` C-drive path were launched; Wine `wscript` SendKeys drove Start New Game far
docs/bugs/create-dibsection-after-color.md	94	optimization-search	CreateDIBSection	`ChangeDisplaySettingsA`, `CreateWindowExA`, and `CreateDIBSection`.
docs/bugs/create-dibsection-after-color.md	110	optimization-search	CreateDIBSection	still uses `ChangeDisplaySettingsA`, `CreateDIBSection`,
docs/bugs/create-dibsection-after-color.md	111	optimization-search	CreateDIBSection	`WM_CREATE CreateDIBSection`, and local support files under `Facemaker/`
docs/bugs/create-dibsection-after-color.md	118	optimization-search	CreateDIBSection	FaceMaker helper was inspected for the same `CreateDIBSection` wrapper pattern.
docs/bugs/create-dibsection-after-color.md	120	optimization-search	CreateDIBSection	contains the same `WM_CREATE CreateDIBSection` assertion text.
docs/bugs/create-dibsection-after-color.md	137	optimization-search	CreateDIBSection	| `0x5f40` | `8b 55 04 51 57 50 8b 4d 10 51 52` | `6a 00 57 50 8b 4d 10 51 ff 75 04` | Replace `push hSection` with `push 0` while preserving the `CreateDIBSection` call argument order. |
docs/bugs/create-dibsection-after-color.md	170	optimization-search	CreateDIBSection	`Unhandled exception`, page fault, or `WM_CREATE CreateDIBSection` assertion.
docs/bugs/create-dibsection-after-color.md	178	optimization-search	CreateDIBSection	Static disassembly showed the assertion-side `CreateDIBSection` wrapper passes
docs/bugs/create-dibsection-after-color.md	201	optimization-search	CreateDIBSection	| `0x1785b0` | `8b 55 04 51 57 50 8b 4d 10 51 52` | `6a 00 57 50 8b 4d 10 51 ff 75 04` | Replace `push hSection` with `push 0` while preserving the `CreateDIBSection` call argument order. |
docs/bugs/create-dibsection-after-color.md	438	optimization-search	CreateDIBSection	WM_CREATE CreateDIBSection
docs/bugs/create-dibsection-after-color.md	446	optimization-search	CreateDIBSection	WM_CREATE CreateDIBSection
docs/bugs/create-dibsection-after-color.md	498	optimization-search	CreateDIBSection	## What `CreateDIBSection` Implies
docs/bugs/create-dibsection-after-color.md	500	optimization-search	CreateDIBSection	`CreateDIBSection` is a Windows GDI API for creating a device-independent
docs/bugs/create-dibsection-after-color.md	506	optimization-search	CreateDIBSection	Both `Program/Shandalar.exe` and `Program/Magic.exe` import `CreateDIBSection`
docs/bugs/create-dibsection-after-color.md	534	optimization-search	CreateDIBSection	The nearby copy code does not itself call `CreateDIBSection`. It is likely a
docs/bugs/create-dibsection-after-color.md	543	optimization-search	CreateDIBSection	| GDI DIB creation or DIB initialization failure. | Assertion message is `WM_CREATE CreateDIBSection`; `Shandalar.exe` imports `CreateDIBSection`; crash is in graphics-adjacent copy code; forcing `hSection = NULL` at the `CreateDIBSection` call gets past the crash point in CrossOver smoke testing. | Exact `sidlib/lib.c:315` source is absent; full gameplay is not yet manually verified. | High | Man
docs/bugs/create-dibsection-after-color.md	569	optimization-search	CreateDIBSection	| `Program/Shandalar.exe` | Contains `WM_CREATE CreateDIBSection`, `D:\NewMagic\sources\sidlib\lib.c`, `CreateDIBSection`, assertion format strings, and other old source paths. |
docs/bugs/create-dibsection-after-color.md	571	optimization-search	CreateDIBSection	| `Program/Magic.exe` and root `Magic.exe` | Contain assertion strings and `CreateDIBSection`, but the observed new-game campaign crash is reported for `Shandalar.exe`. |
docs/bugs/create-dibsection-after-color.md	572	optimization-search	CreateDIBSection	| `Program/Image.dll`, `Program/Drawcardlib.dll` | Contain or import `CreateDIBSection`. |
docs/bugs/create-dibsection-after-color.md	573	optimization-search	CreateDIBSection	| FaceMaker binaries | Also contain `WM_CREATE CreateDIBSection` and `sidlib` strings. |
docs/bugs/create-dibsection-after-color.md	576	optimization-search	CreateDIBSection	`Program/Magic.exe` import `CreateDIBSection` and `BitBlt` from GDI.
docs/bugs/create-dibsection-after-color.md	596	optimization-search	CreateDIBSection	| Patched `C:\Shandalar\Shandalar-nosection-test.exe` in fresh bottle `Shandalar-Win8-Test` plus Wine `wscript` SendKeys | Passed the original crash point; log shows `advfac64.pic`, `magic3.map`, `magic4.map`, and `begin.spr` loaded after DIB creation, with no `Unhandled exception` or `WM_CREATE CreateDIBSection` assertion. |
docs/bugs/create-dibsection-after-color.md	600	optimization-search	CreateDIBSection	| Patched `C:\Shandalar\FaceMaker.exe` in existing bottle `MTG` | Direct helper UI rendered; `/tmp/facemaker-direct-after-patch-cx.log` shows no `Unhandled exception`, page fault, or `WM_CREATE CreateDIBSection` assertion. |
docs/bugs/create-dibsection-after-color.md	606	optimization-search	CreateDIBSection	combination of `CreateDIBSection`, GDI imports, and a faulting memory copy with
docs/bugs/create-dibsection-after-color.md	655	optimization-search	CreateDIBSection	| Use the patched active `FaceMaker.exe` / `Program/FaceMaker.exe` that passes `hSection = NULL` to its own `CreateDIBSection` wrapper. | Medium | Direct CrossOver helper startup rendered successfully. The S2 run also observed `FaceMaker-nores.exe /S`, so preserve and test both helper names rather than assuming only `FaceMaker.exe` matters. |
docs/bugs/create-dibsection-after-color.md	680	optimization-search	CreateDIBSection	`CreateDIBSection` parameters and add logging/error handling only in a
docs/cleanup-audit.md	90	optimization-search	sort	| Full duplicate hash report | `find . -type f -exec shasum -a 256 {} + | sort` |
docs/crossover-macos.md	146	optimization-search	CreateDIBSection	`Program/Shandalar.exe` at file offset `0x1785b0` so `CreateDIBSection` receives
docs/crossover-macos.md	149	optimization-search	CreateDIBSection	`CreateDIBSection` wrapper, file offset `0x5f40`. A later Shandalar follow-up
docs/crossover-macos.md	202	optimization-search	CreateDIBSection	`WM_CREATE CreateDIBSection` assertion. The older practical `MTG` path also
docs/crossover-macos.md	306	optimization-search	CreateDIBSection	| 2026-05-30 | 26.1.0.39808 | `MTG` | App-default `win8` | User retest | Still reproduced start-color issue | `WM_CREATE CreateDIBSection` class of failure | Same settings as above | App-default Win8 in a Windows 7 bottle is not sufficient evidence of a fix. |
docs/crossover-macos.md	316	optimization-search	CreateDIBSection	| 2026-05-30 | 26.1.0.39808 | `Shandalar-Win8-Test` | Windows 8 / 32-bit | Patched `C:\Shandalar\Shandalar-nosection-test.exe` | Passed reported crash point | None in smoke log | Binary patch forces `hSection = NULL` for `CreateDIBSection` | `/tmp/shandalar-win8test-nosection-sendkeys-cx.log` showed post-color loads of `advfac64.pic`, `magic3.map`, `magic4.map`, and `begin.spr`. |
docs/crossover-macos.md	320	optimization-search	CreateDIBSection	| 2026-05-30 | 26.1.0.39808 | `MTG` | App-default `win8` | Patched `C:\Shandalar\FaceMaker.exe` | Direct helper UI rendered | None in smoke log | Active FaceMaker patch forces `hSection = NULL` for its own `CreateDIBSection` wrapper | `/tmp/facemaker-direct-after-patch-cx.log` had no `Unhandled exception`, page fault, or `WM_CREATE CreateDIBSection` assertion. |
docs/file-inventory.md	23	optimization-search	CreateDIBSection	`CreateDIBSection` wrapper; the `*-nores.exe` files remain preserved as
docs/file-inventory.md	150	optimization-search	CreateDIBSection	| Active `Program/FaceMaker.exe` and root `FaceMaker.exe` are identical to each other but no longer identical to the no-resolution helper copies. | Active SHA-256: `41f062874f94d732cc4feb40b568728b8462879fd3ec2bc55810f118e9c5f246`; no-resolution/Korath SHA-256: `43331d22d05787979af0d29cea1775fd3bcebf8acdb3c3be34524e9ca7762f4b`. The difference is the 11-byte `CreateDIBSection hSection = NULL` patch
docs/gaps.md	16	optimization-search	CreateDIBSection	| Latest Wine log attachment | The current attachment set still only exposes the earlier CreateDIBSection investigation prompt/log plus unrelated text; no new Wine log dump was found under `/Users/mdmoll/.codex/attachments`. | If the issue persists after the combined Shandalar patch, attach or save the new log inside the repo or provide its exact path. |
docs/generated/create-dibsection-investigation/address-analysis.md	53	optimization-search	CreateDIBSection	The nearby code does not itself call `CreateDIBSection`; it looks like a
docs/generated/create-dibsection-investigation/address-analysis.md	63	optimization-search	CreateDIBSection	## CreateDIBSection Call-Site Patch
docs/generated/create-dibsection-investigation/address-analysis.md	65	optimization-search	CreateDIBSection	A later pass found the assertion-side `CreateDIBSection` call in
docs/generated/create-dibsection-investigation/address-analysis.md	67	optimization-search	CreateDIBSection	The original bytes set up a normal six-argument `CreateDIBSection` call while
docs/generated/create-dibsection-investigation/address-analysis.md	78	optimization-search	CreateDIBSection	call dword ptr [CreateDIBSection]
docs/generated/create-dibsection-investigation/address-analysis.md	90	optimization-search	CreateDIBSection	call dword ptr [CreateDIBSection]
docs/generated/create-dibsection-investigation/binary-strings-results.txt	4	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	8	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	15	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	22	optimization-search	CreateDIBSection	WM_CREATE CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	28	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	35	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	42	optimization-search	CreateDIBSection	WM_CREATE CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	48	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	50	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	57	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	77	optimization-search	CreateDIBSection	WM_CREATE CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	83	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	90	optimization-search	CreateDIBSection	WM_CREATE CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	96	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	104	optimization-search	CreateDIBSection	WM_CREATE CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	110	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	113	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	135	optimization-search	CreateDIBSection	WM_CREATE CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	141	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	143	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	150	optimization-search	CreateDIBSection	WM_CREATE CreateDIBSection
docs/generated/create-dibsection-investigation/binary-strings-results.txt	156	optimization-search	CreateDIBSection	CreateDIBSection
docs/generated/create-dibsection-investigation/executable-imports.txt	7	optimization-search	CreateDIBSection	docs/generated/create-dibsection-investigation/magic-objdump-p.txt:          51  CreateDIBSection
docs/generated/create-dibsection-investigation/executable-imports.txt	22	optimization-search	CreateDIBSection	docs/generated/create-dibsection-investigation/shandalar-objdump-p.txt:          36  CreateDIBSection
docs/generated/create-dibsection-investigation/grep-results.txt	11	optimization-search	CreateDIBSection	./archive/debug-evidence/assertFile.txt:3:WM_CREATE CreateDIBSection
docs/generated/create-dibsection-investigation/magic-objdump-p.txt	239	optimization-search	CreateDIBSection	51  CreateDIBSection
docs/generated/create-dibsection-investigation/magic-objdump-p.txt	308	optimization-search	ReadFile	679  ReadFile
docs/generated/create-dibsection-investigation/magic-objdump-p.txt	365	optimization-search	realloc	751  realloc
docs/generated/create-dibsection-investigation/magic-objdump-p.txt	369	optimization-search	malloc	729  malloc
docs/generated/create-dibsection-investigation/magic-objdump-p.txt	377	optimization-search	fopen	671  fopen
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	14118	optimization-search	sort	./magic_updater/Manalink.csv:14187:14185;Statute of Denial;1;Statute of Denial;|2|U|U;8h;2;3;1;2;0;2;0;0;0;1;0h;0;0;4;0;0;0;0;1003h;-1;-1;-1;-1;-1;-1;211;211;0;Instant;Counter target spell. If you control a |Sblue creature, draw a card, then discard a card.;Pyrotechnic activity of any sort is strictly prohibited. It is irrelevant that today is a holiday.;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	16085	optimization-search	for (	./src/functions/engine.c:896:  for (i = COLOR_BLACK; i <= COLOR_WHITE; ++i)
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	16125	optimization-search	for (	./src/functions/engine.c:2044:  for (i = COLOR_BLACK; i <= COLOR_WHITE; ++i)
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	16264	optimization-search	for (	./src/functions/has_creature_type.c:1279:  for (i = 0; i <= (SUBTYPE_MAX_USED_PLANESWALKER_SUBTYPE & 0xFFF); ++i)
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	16908	optimization-search	for (	./src/functions/produce_mana.c:28:   *    On the other hand, we don't want to do for (i = 0; i < count; ++i) declare_mana_available_hex(player, COLOR_TEST_ANY_COLORED, 1) either, since           *
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	16967	optimization-search	for (	"./src/functions/produce_mana.c:373:				for (i = 0; i < cols[COLOR_WHITE]; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	16968	optimization-search	for (	"./src/functions/produce_mana.c:376:				for (i = 0; i < cols[COLOR_BLUE]; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	16969	optimization-search	for (	"./src/functions/produce_mana.c:379:				for (i = 0; i < cols[COLOR_BLACK]; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	16970	optimization-search	for (	"./src/functions/produce_mana.c:382:				for (i = 0; i < cols[COLOR_RED]; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	16971	optimization-search	for (	"./src/functions/produce_mana.c:385:				for (i = 0; i < cols[COLOR_GREEN]; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17363	optimization-search	for (	"./src/functions/functions.c:1067:			  for (col = COLOR_BLACK; col <= COLOR_WHITE; ++col)"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17366	optimization-search	for (	"./src/functions/functions.c:1076:			  for (col = COLOR_BLACK; col <= COLOR_WHITE; ++col)"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17486	optimization-search	for (	"./src/functions/functions.c:4077:			for (c = COLOR_BLACK; c <= COLOR_WHITE; ++c)"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17487	optimization-search	for (	"./src/functions/functions.c:4106:			for (c = COLOR_BLACK; c <= COLOR_WHITE; ++c)"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17488	optimization-search	for (	"./src/functions/functions.c:4134:			for (c = COLOR_BLACK; c <= COLOR_WHITE; ++c)"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17489	optimization-search	for(	"./src/functions/functions.c:4190:		for(i=COLOR_BLACK; i<=COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17490	optimization-search	for(	"./src/functions/functions.c:4198:		for(i=COLOR_BLACK; i<=COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17491	optimization-search	for(	"./src/functions/functions.c:4205:		for(i=COLOR_BLACK; i<=COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17497	optimization-search	for(	"./src/functions/functions.c:4219:	for(i=COLOR_BLACK; i<=COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17503	optimization-search	for(	"./src/functions/functions.c:4239:		for(i=COLOR_BLACK; i<=COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17504	optimization-search	for(	"./src/functions/functions.c:4247:		for(i=COLOR_BLACK; i<=COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17505	optimization-search	for(	"./src/functions/functions.c:4254:		for(i=COLOR_BLACK; i<=COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17506	optimization-search	for(	"./src/functions/functions.c:4268:	for(i=COLOR_BLACK; i<=COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17528	optimization-search	for (	"./src/functions/functions.c:4351:				for (col = COLOR_BLACK; col <= COLOR_WHITE; ++col){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17539	optimization-search	for (	"./src/functions/functions.c:4376:				for (col = COLOR_BLACK; col <= COLOR_WHITE; ++col){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17555	optimization-search	for (	"./src/functions/functions.c:4471:				for (col = COLOR_BLACK; col <= COLOR_WHITE; ++col){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17600	optimization-search	for (	"./src/functions/functions.c:5001:				for (i = COLOR_BLACK; i <= COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17601	optimization-search	for (	"./src/functions/functions.c:5013:		for (i = COLOR_BLACK; i <= COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17602	optimization-search	for (	"./src/functions/functions.c:5025:		for (i = COLOR_BLACK; i <= COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17603	optimization-search	for (	"./src/functions/functions.c:5032:		for (i = COLOR_BLACK; i <= COLOR_WHITE; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17829	optimization-search	for(	"./src/functions/functions.c:11905:	for(k=0; k<black; k++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17830	optimization-search	for(	"./src/functions/functions.c:11908:	for(k=0; k<blue; k++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17831	optimization-search	for(	"./src/functions/functions.c:11911:	for(k=0; k<green; k++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17832	optimization-search	for(	"./src/functions/functions.c:11914:	for(k=0; k<red; k++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	17833	optimization-search	for(	"./src/functions/functions.c:11917:	for(k=0; k<white; k++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	18334	optimization-search	sort	"./Manalink3/Program/PlayDeck/Porphyry Nodes - Dark deck.dck:8:;Since Porphyry Nodes ""targets"" creatures, it can be used in combo with white-warded creatures to generate a sort of ""custom"" Abyss. The black version keeps just 4 Vindicate to kill starting weenies and is enhanced by strong contour cards."
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	21456	optimization-search	for (	"./src/cards/future_sight.c:244:				for (i = COLOR_COLORLESS; i <= COLOR_WHITE; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	21457	optimization-search	for (	"./src/cards/future_sight.c:256:	for (i = COLOR_COLORLESS; i <= COLOR_WHITE; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	22106	optimization-search	for (	"./src/cards/journey_into_nyx.c:3774:		for (clr = COLOR_BLACK; clr <= COLOR_WHITE; ++clr){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	23280	optimization-search	sort	"./Playdeck/Porphyry Nodes - Dark deck.dck:8:;Since Porphyry Nodes ""targets"" creatures, it can be used in combo with white-warded creatures to generate a sort of ""custom"" Abyss. The black version keeps just 4 Vindicate to kill starting weenies and is enhanced by strong contour cards."
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	23313	optimization-search	for (	"./src/cards/planeshift.c:6:	for (i = COLOR_BLACK; i <= COLOR_WHITE; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	23490	optimization-search	for (	"./src/cards/unlimited.c:1436:			for (i = COLOR_COLORLESS; i <= COLOR_WHITE; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	23526	optimization-search	for (	"./src/cards/unlimited.c:3063:			for (i = COLOR_COLORLESS; i <= COLOR_WHITE; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	23975	optimization-search	sort	"./Manalink3/Program/PlayDeck/Ravagers of Lands Deck.dck:8:;A vicous deck that uses only creatures that destroy a land (or other permanents) as they come into play. It is a sort of ""triggered effect/kicker"" deck focused on lands destruction."
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	24256	optimization-search	for (	"./src/cards/dragons_maze.c:3779:			for (i = COLOR_BLACK; i <= COLOR_WHITE; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	25848	optimization-search	sort	"./src/cards/m13.c:975:	 * as an unordered event instead of a proper trigger, the player can't sort the effects properly to fix it explicitly, either."
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	26632	optimization-search	for (	"./src/cards/theros.c:4708:					for (clr = COLOR_BLACK; clr <= COLOR_WHITE; ++clr){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	27549	optimization-search	for (	"./src/cards/commander_2013.c:1003:		for (i = 0; i < times_triggered; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28003	optimization-search	for(	"./src/cards/eventide.c:254:		for(i=0; i<black; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28005	optimization-search	for(	"./src/cards/eventide.c:260:		for(i=0; i<blue; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28007	optimization-search	for(	"./src/cards/eventide.c:266:		for(i=0; i<green; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28009	optimization-search	for(	"./src/cards/eventide.c:272:		for(i=0; i<red; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28011	optimization-search	for(	"./src/cards/eventide.c:278:		for(i=0; i<white; i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28038	optimization-search	for (	"./src/cards/eventide.c:552:		for (i = COLOR_BLACK; i <= COLOR_WHITE; ++i){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28884	optimization-search	for (	"./src/cards/ice_age.c:193:		  for (i = COLOR_COLORLESS; i <= COLOR_WHITE; ++i)"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28885	optimization-search	for (	"./src/cards/ice_age.c:210:	  for (i = COLOR_COLORLESS; i <= COLOR_WHITE && snow > 0; ++i)"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28886	optimization-search	for (	"./src/cards/ice_age.c:231:		  for (i = COLOR_COLORLESS; i <= COLOR_WHITE; ++i)"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28938	optimization-search	for (	"./src/cards/ice_age.c:1524:		  for (col = COLOR_BLACK; col <= COLOR_WHITE; ++col)"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	28939	optimization-search	for (	./src/cards/ice_age.c:1530:  for (col = COLOR_BLACK; col <= COLOR_WHITE; ++col)
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	30049	optimization-search	for(	"./src/cards/betrayers_of_kamigawa.c:2417:		for(i=COLOR_BLACK; i<=COLOR_WHITE;i++){"
docs/generated/create-dibsection-investigation/new-game-color-flow-search.txt	30052	optimization-search	for(	"./src/cards/betrayers_of_kamigawa.c:2425:		for(i=COLOR_BLACK; i<=COLOR_WHITE;i++){"
