path	line	category	match	text
AGENTS.md	46	runtime-file-reference	Shandalar.exe	| Root `Shandalar.exe` | `/Users/mdmoll/Shandalar/Shandalar` or `C:\Shandalar` in copied CrossOver bottle `MTG` | Current repo copy is patched for the start-color `CreateDIBSection` crash, default-name handling with name-editor bypass/fallback, and same-arrow map stop, hashes to `ad9ee80e0d377e7f1741e48aa0e33c3a8d7bd2873d43045e32bc42812aaa284b`, and has the same SHA-256 as `Program/Shandalar.exe`;
AGENTS.md	47	runtime-file-reference	Magic.exe	| Root `Magic.exe` | `/Users/mdmoll/Shandalar/Shandalar` or `C:\Shandalar` in copied CrossOver bottle `MTG` | Logged root Shandalar startup opens this copy. It differs by SHA-256 from `Program/Magic.exe`, has the declared-attacker undo patch at `0x43c303`/`0x459bc8`, and currently hashes to `5bf518d66342d79562efb1106449413ada06814a6c14818a1e3101fd470c82d1`; the local `MTG` copy was patched too, wi
AGENTS.md	48	runtime-file-reference	Program/	| `Program/Shandalar.exe` | `/Users/mdmoll/Shandalar/Shandalar/Program` | Same patched SHA-256 as root `Shandalar.exe`, but direct `C:\Shandalar\Program\Shandalar.exe` currently fails in bottle `MTG` because `Program\zlib.dll` is absent. Do not use it as the primary `MTG` retest path until the adjacent DLL layout is resolved. |
AGENTS.md	49	runtime-file-reference	Program/	| `Program/Magic.exe` | `/Users/mdmoll/Shandalar/Shandalar/Program` | Manalink launcher path. `Program/Magic.exe` and root `Magic.exe` differ by SHA-256, so test and document the path used. It has the same declared-attacker undo hook at `0x43c303`/`0x459bc8` and currently hashes to `0fb8b87fe35c8be037ae3419a9b9cd70a27df840ae6af6c7488c2685046a74fa`; the local `MTG` copy was patched too, with `Progr
AGENTS.md	50	runtime-file-reference	FaceMaker	| `FaceMaker.exe` / `FaceMaker-nores.exe` | Same folder as the active Shandalar launch | New-game character creation depends on the FaceMaker helper family plus `FaceData.txt`, `FaceButtons.txt`, and face art. Active root and `Program` `FaceMaker.exe` copies are patched from the no-resolution/Korath helper and no longer match `FaceMaker-nores.exe`; however, the 2026-05-31 visible S2 run logged `Fa
AGENTS.md	51	runtime-file-reference	Magic.exe	| `Manalink_Launcher.cmd` | repo root on Windows | The batch file sets `mlDir` to `Program` and starts `Magic.exe`. |
AGENTS.md	60	runtime-file-reference	Program/	| Check PE architecture | `file Program/Shandalar.exe Program/Magic.exe Program/*.dll` |
AGENTS.md	61	runtime-file-reference	Program/	"| Inspect imports | `objdump -p Program/Magic.exe | rg ""DLL Name:""` |"
AGENTS.md	62	runtime-file-reference	Program/	| Hash launch targets before scan reports | `shasum -a 256 Program/Shandalar.exe Program/Magic.exe Shandalar.exe Magic.exe` |
AGENTS.md	63	runtime-file-reference	Shandalar.exe	| Verify the Shandalar DIB patch | Run `xxd -g1 -l 32 -s $((0x1785b0)) Shandalar.exe` and `xxd -g1 -l 32 -s $((0x1785b0)) Program/Shandalar.exe`; expect `6a 00 57 50 8b 4d 10 51 ff 75 04` at the start of each dump. |
AGENTS.md	64	runtime-file-reference	Shandalar.exe	| Verify the Shandalar name-entry patch | Run `xxd -g1 -l 40 -s $((0xa1a42)) Shandalar.exe` and `xxd -g1 -l 40 -s $((0xa1a42)) Program/Shandalar.exe`; expect bytes that write `mPlayer` into `0x591228`, starting `c7 05 28 12 59 00 6d 50 6c 61`. |
AGENTS.md	65	runtime-file-reference	Shandalar.exe	| Verify the Shandalar name-editor bypass | Run `xxd -g1 -l 32 -s $((0xa1acd)) Shandalar.exe` and `xxd -g1 -l 32 -s $((0xa1acd)) Program/Shandalar.exe`; expect `31 c0 89 85 a8 fe ff ff` followed by NOPs, which skips the fragile manual name editor and treats the default name as accepted. |
AGENTS.md	66	runtime-file-reference	Shandalar.exe	| Verify the Shandalar empty-name fallback | Run `xxd -g1 -l 64 -s $((0x64570)) Shandalar.exe` and `xxd -g1 -l 64 -s $((0x64570)) Program/Shandalar.exe`; expect code that compares byte `[0x591228]` with zero and writes `Player` before copying to `0x7a0770` if needed. |
AGENTS.md	67	runtime-file-reference	Shandalar.exe	| Verify the Shandalar movement-stop patch | On this Mac, use `lldb -b -o 'target create Shandalar.exe' -o 'disassemble --start-address 0x44398c --end-address 0x4439a0' -o 'disassemble --start-address 0x444a2b --end-address 0x444a38' -o 'disassemble --start-address 0x444aa7 --end-address 0x444ab2' -o 'disassemble --start-address 0x46502d --end-address 0x4651a4' -o quit`; expect jumps into code cav
AGENTS.md	68	runtime-file-reference	Shandalar.exe	| Verify the active Shandalar hash | `shasum -a 256 Shandalar.exe Program/Shandalar.exe`; both should be `ad9ee80e0d377e7f1741e48aa0e33c3a8d7bd2873d43045e32bc42812aaa284b` until a later documented patch changes them. |
AGENTS.md	69	runtime-file-reference	FaceMaker	| Verify the active FaceMaker state | `xxd -g1 -l 32 -s $((0x5f40)) FaceMaker.exe Program/FaceMaker.exe`; expect `6a 00 57 50 8b 4d 10 51 ff 75 04`. Then run `shasum -a 256 FaceMaker.exe Program/FaceMaker.exe FaceMaker-nores.exe Program/FaceMaker-nores.exe` and keep the patched active hash distinct from the no-resolution helper hash. |
AGENTS.md	70	runtime-file-reference	Program/	| Verify the Samite/Femeref/Kithkin healer patch | Run `xxd -g1 -l 32 -s $((0x3bb035)) ManalinkEh.dll` and `xxd -g1 -l 32 -s $((0x381a25)) Program/ManalinkEh.dll`; expect `f6 05 90 f1 4e 00 04 0f 84 ae 00 00 00 e9 01 00` at the start of both dumps. Then run `shasum -a 256 ManalinkEh.dll Program/ManalinkEh.dll`; expect `6a5fd8057d456d691fb87810eee8dbe1680b18d1c4c79530cbe036cb443df1eb` and `7fc7ad86
AGENTS.md	71	runtime-file-reference	Magic.exe	| Verify the declared-attacker undo patch | Run `xxd -g1 -l 16 -s $((0x43c303-0x400000)) Magic.exe`, `xxd -g1 -l 16 -s $((0x43c303-0x400000)) Program/Magic.exe`, `xxd -g1 -l 80 -s $((0x459bc8-0x400000)) Magic.exe`, and `xxd -g1 -l 80 -s $((0x459bc8-0x400000)) Program/Magic.exe`; expect the hook to begin `e9 c0 d8 01 00 90 90 90 90 90 90 90 90` and the cave to begin `f7 46 08 04 00 00 00 0f 85 12 0
AGENTS.md	72	runtime-file-reference	FaceMaker	| Verify FaceMaker support files | `cmp -s Program/FaceData.txt Manalink3/Program/FaceData.txt && cmp -s Program/FaceButtons.txt Manalink3/Program/FaceButtons.txt && diff -qr Program/FaceArt Manalink3/Program/FaceArt` |
AGENTS.md	73	runtime-file-reference	Program/	"| Verify the active start-color config | `rg -n ""^Window\\s*="" Shandalar.ini Program/Shandalar.ini`; both should be `Window = 2` unless a later test deliberately changes them. |"
AGENTS.md	74	runtime-file-reference	Program/	"| If testing CrossOver bottle `MTG`, verify its copied install too | `rg -n ""^Window\\s*="" ""/Users/mdmoll/Library/Application Support/CrossOver/Bottles/MTG/drive_c/Shandalar/Shandalar.ini"" ""/Users/mdmoll/Library/Application Support/CrossOver/Bottles/MTG/drive_c/Shandalar/Program/Shandalar.ini""` |"
AGENTS.md	75	runtime-file-reference	FaceMaker	"| Verify the current `MTG` app-default desktop/version settings | `sed -n '790,825p;965,970p' ""/Users/mdmoll/Library/Application Support/CrossOver/Bottles/MTG/user.reg""`; expect `FaceMaker.exe`, `Magic.exe`, and `Shandalar.exe` app-default `Version=win7`, desktop `Shandalar1440`, and `Shandalar1440=1440x1080` under `HKCU\Software\Wine\Explorer\Desktops`. |"
AGENTS.md	77	runtime-file-reference	C:\	"| Verify the fresh Win8 bottle test state | `ls -ld ""/Users/mdmoll/Library/Application Support/CrossOver/Bottles/Shandalar-Win8-Test/drive_c/Shandalar""` and `rg -n ""ShandalarTall|Desktop"" ""/Users/mdmoll/Library/Application Support/CrossOver/Bottles/Shandalar-Win8-Test/user.reg""`; expect a `C:\Shandalar` copy and app-default desktop `ShandalarTall=1024x800`. |"
AGENTS.md	78	runtime-file-reference	c:\	| Search docs/scripts for stale paths | `rg -n -i --glob '*.txt' --glob '*.md' --glob '*.cmd' --glob '*.bat' --glob '*.ini' --glob '*.pl' -e 'https?://|www\.|[A-Z]:\\|c:\\|d:\\' .` |
AGENTS.md	82	runtime-file-reference	Statwin	| Inspect `.tmp` runtime-looking assets before cleanup | `file Statwin/*.tmp Program/statwin/*.tmp && shasum -a 256 Statwin/*.tmp Program/statwin/*.tmp` |
AGENTS.md	91	runtime-file-reference	Shandalar.exe	"| Record scanner evidence after a real scan | `tools/record-security-scan-result.sh --confirmed-real-scan --path Shandalar.exe --scanner ""Windows Defender"" --version ""VERSION"" --date 2026-05-31 --result ""Clean"" --notes ""MpCmdRun.exe custom scan completed""` |"
AGENTS.md	108	runtime-file-reference	Shandalar.exe	wine Shandalar.exe --help
AGENTS.md	109	runtime-file-reference	Shandalar.exe	wine Shandalar.exe
AGENTS.md	112	runtime-file-reference	Magic.exe	wine Magic.exe
AGENTS.md	114	runtime-file-reference	C:\	"/Applications/CrossOver.app/Contents/SharedSupport/CrossOver/bin/wine --bottle MTG --workdir ""C:\Shandalar"" ""C:\Shandalar\Shandalar.exe"""
AGENTS.md	115	runtime-file-reference	C:\	"/Applications/CrossOver.app/Contents/SharedSupport/CrossOver/bin/wine --bottle MTG --workdir ""C:\Shandalar"" ""C:\Shandalar\Magic.exe"""
AGENTS.md	116	runtime-file-reference	C:\	"/Applications/CrossOver.app/Contents/SharedSupport/CrossOver/bin/wine --bottle MTG --workdir ""C:\Shandalar"" ""C:\Shandalar\FaceMaker.exe"""
AGENTS.md	117	runtime-file-reference	C:\	"/Applications/CrossOver.app/Contents/SharedSupport/CrossOver/bin/wine --bottle MTG --workdir ""C:\Shandalar\Program"" ""C:\Shandalar\Program\Magic.exe"""
AGENTS.md	118	runtime-file-reference	C:\	"/Applications/CrossOver.app/Contents/SharedSupport/CrossOver/bin/wine --bottle Shandalar-Win8-Test --workdir ""C:\Shandalar"" ""C:\Shandalar\Shandalar.exe"""
AGENTS.md	119	runtime-file-reference	Y:\	"/Applications/CrossOver.app/Contents/SharedSupport/CrossOver/bin/wine --bottle Shandalar-Win8-Test --workdir ""Y:\Shandalar\Shandalar"" ""Y:\Shandalar\Shandalar\Shandalar.exe"""
archive/debug-evidence/assertFile.txt	2	runtime-file-reference	D:\	File-> D:\NewMagic\sources\sidlib\lib.c, Line-> 315
archive/debug-evidence/ML_Debug.txt	3	runtime-file-reference	D:\	D:\Newmagic\FamiliarWS\Familiar.c, line 3623
archive/debug-evidence/ML_Debug.txt	7	runtime-file-reference	D:\	D:\Newmagic\FamiliarWS\Familiar.c, line 3631
archive/debug-evidence/ML_Debug.txt	11	runtime-file-reference	D:\	D:\Newmagic\FamiliarWS\Familiar.c, line 3637
archive/debug-evidence/ML_Debug.txt	15	runtime-file-reference	D:\	D:\Newmagic\FamiliarWS\Familiar.c, line 3845
archive/debug-evidence/ML_Debug.txt	19	runtime-file-reference	D:\	D:\Newmagic\FamiliarWS\Familiar.c, line 1014
archive/debug-evidence/ML_Debug.txt	23	runtime-file-reference	D:\	D:\Newmagic\FamiliarWS\Familiar.c, line 1167
archive/debug-evidence/ML_Debug.txt	27	runtime-file-reference	D:\	D:\Newmagic\FamiliarWS\Familiar.c, line 3804
archive/debug-evidence/ML_Debug.txt	31	runtime-file-reference	D:\	D:\Newmagic\FamiliarWS\Familiar.c, line 1451
archive/debug-evidence/ML_Debug.txt	35	runtime-file-reference	D:\	D:\Newmagic\FamiliarWS\FamThreads.c, line 1520
archive/local-helpers/shandalar_homedoom.bat	2	runtime-file-reference	e:\	"cd ""e:\Program Files\Magic"""
Classic/Manalink.csv	51	runtime-file-reference	sound	49;Craw Wurm;1;Craw Wurm;0800h;5;7;0;1;4;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50555h;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;211;Creature - Wurm;;The most terrifying thing about the Craw Wurm is probably the horrible crashing sound it makes as it speeds through the forest. This noise is so loud i
Classic/Manalink.csv	118	runtime-file-reference	sound	115;Hurloon Minotaur;1;Hurloon Minotaur;0800h;7;7;0;1;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;211;Creature - Minotaur;;The Minotaurs of the Hurloon Mountains are known for their love of battle. They are also known for their hymns to the dead, sung for
Classic/Manalink.csv	222	runtime-file-reference	sound	217;Scryb Sprites;1;Scryb Sprites;0800h;5;7;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0555h;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;73;211;Creature - Faerie;Flying;The only sound was the gentle clicking of the Faeries' wings. Then those intruders who were still standing turned and fled. One thing wa
Classic/Manalink.csv	227	runtime-file-reference	sound	222;Shanodin Dryads;1;Shanodin Dryads;0800h;5;7;0;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;1;1;1;5;0;0;0;0;0;0;0;0;0;8;1;0;0;10;211;Creature - Dryad;|H2Forestwalk;Moving without sound, swift figures pass through branches and undergrowth completely unhindered. One with the trees around the
Classic/Manalink.csv	429	runtime-file-reference	d:\	423;Guardian Beast;1;Guardian Beast;04h;1;7;0;4;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;211;Creature - Beast;As long as Guardian Beast is untapped:\n- noncreature artifacts you control can't be enchanted.\n- if an effect would destroy a noncreature artifac
Classic/Manalink.csv	513	runtime-file-reference	sound	507;Millstone;1;Millstone;02h;3;1;0;4;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90999h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;|2, |T: Target player puts the top two cards of his or her library into his or her graveyard.;More than one mage was driven insane by the sound of the Millston
Classic/Manalink.csv	777	runtime-file-reference	sound	770;Remove Soul;1;Remove Soul;0100h;2;4;3;1;1;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57500h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Counter target creature spell.;Nethya stiffened suddenly, head cocked as if straining to hear some distant sound, then fell lifeless to the ground.
Classic/Manalink.csv	850	runtime-file-reference	sound	843;Wall of Heat;1;Wall of Heat;0100h;7;7;0;1;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;07000h;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;211;Creature - Wall;;At a distance, we mistook the sound for a waterfall ...;;;
Classic/Manalink.csv	1362	runtime-file-reference	sound	1329;Bull Cerodon;1;Bull Cerodon;0100h;4;7;0;4;4;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10110h;5;5;2;6;15;0;0;0;0;0;0;0;0;0;0;0;0;25;211;Creature - Beast;vigilance, haste;It holds motionless vigil, watching Naya in silence through the screen of the whitecover. When it senses anything amiss, it la
Classic/Manalink.csv	1566	runtime-file-reference	sound	1532;Indrik Stomphowler;1;Indrik Stomphowler;0800h;5;7;0;4;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10110h;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;211;Creature - Beast;When Indrik Stomphowler comes into play, destroy target artifact or enchantment.;An indriks howl has destructive power much subtle
config.txt	138	runtime-file-reference	CardArt	// Filename of the image file to load ability icons from, relative to CardArt\.
Credits.txt	69	runtime-file-reference	Sound	Sound Recording and Engineering
Credits.txt	234	runtime-file-reference	Sound	Sound Recording and Engineering
Credits.txt	355	runtime-file-reference	Sound	Sound Recording & Engineering
CSV/Magic.exe.Cards.csv	7855	runtime-file-reference	sound	7853;0x00;Resounding Roar;10042;0b00010000;0xFF;0b00001000;1;1;0x04;0;0;0x00;0x02008234;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
CSV/Magic.exe.Cards.csv	7856	runtime-file-reference	sound	7854;0x00;Resounding Scream;10043;0b00001000;0xFF;0b00000010;1;2;0x04;0;0;0x00;0x02008239;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
CSV/Magic.exe.Cards.csv	7857	runtime-file-reference	sound	7855;0x00;Resounding Silence;10044;0b00010000;0xFF;0b00100000;1;3;0x04;0;0;0x00;0x0200823E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
CSV/Magic.exe.Cards.csv	7858	runtime-file-reference	sound	7856;0x00;Resounding Thunder;10045;0b00010000;0xFF;0b00010000;1;2;0x04;0;0;0x00;0x02008243;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
CSV/Magic.exe.Cards.csv	7859	runtime-file-reference	sound	7857;0x00;Resounding Wave;10046;0b00010000;0xFF;0b00000100;1;2;0x04;0;0;0x00;0x02008248;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
CSV/Magic.exe.Cards.csv	9066	runtime-file-reference	Sound	9064;0x00;Sound the Call;8446;0b00001000;0xFF;0b00001000;1;2;0x00;0;0;0x00;0x0200A53E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
docs/adventure-map-movement.md	7	runtime-file-reference	Shandalar.exe	Needs visible testing: the patch is installed in root `Shandalar.exe`,
docs/adventure-map-movement.md	8	runtime-file-reference	Program/	`Program/Shandalar.exe`, and the two local CrossOver bottle copies, but the
docs/adventure-map-movement.md	57	runtime-file-reference	Shandalar.exe	shasum -a 256 Shandalar.exe Program/Shandalar.exe
docs/adventure-map-movement.md	58	runtime-file-reference	Shandalar.exe	cmp -s Shandalar.exe Program/Shandalar.exe
docs/adventure-map-movement.md	61	runtime-file-reference	Shandalar.exe	-o 'target create Shandalar.exe' \
docs/architecture.md	9	runtime-file-reference	C:\	| Root executable/assets | Current repo-root Shandalar launch surface and copied CrossOver `MTG` launch surface. | Verified by shortcut target, logged `C:\Shandalar\Shandalar.exe` startup, root DLL/assets, root `Magic.exe` access, and the patched repo `Shandalar.exe` start-color smoke test. |
docs/architecture.md	10	runtime-file-reference	Program/	| `Program/` | Manalink launcher runtime bundle and alternate Shandalar layout. | Verified by executables, imported local DLLs, launcher scripts, and asset folders; direct `MTG` Shandalar launch currently lacks `Program\zlib.dll`. |
docs/architecture.md	13	runtime-file-reference	Mods/	| `Mods/` | Canonical active mod archives and mod staging tree. | Verified by `Manalink_Launcher.cmd`, `.7z` archives, and [install-roots.md](install-roots.md). |
docs/architecture.md	14	runtime-file-reference	Program/	| `Manalink3/` | Historical/unsupported Manalink 3 package snapshot. | Verified by nested `Program/`, `Mods/`, and launcher; duplicate archives were removed after top-level `Mods/` was selected as canonical. |
docs/architecture.md	23	runtime-file-reference	Shandalar.exe	"A[""Repo root runtime surface""] --> C[""Root Shandalar.exe""]"
docs/architecture.md	24	runtime-file-reference	Magic.exe	"A --> M[""Root Magic.exe""]"
docs/architecture.md	25	runtime-file-reference	sound	"A --> R[""Root DLLs, Cards.dat, art, sound, deck, resource folders""]"
docs/architecture.md	26	runtime-file-reference	Program/	"A --> B[""Program/ Manalink and alternate runtime bundle""]"
docs/architecture.md	27	runtime-file-reference	Shandalar.exe	"B --> P[""Program Shandalar.exe""]"
docs/architecture.md	28	runtime-file-reference	Magic.exe	"B --> D[""Program Magic.exe""]"
docs/architecture.md	29	runtime-file-reference	CardArt	"C --> E[""Root Drawcardlib.dll, Deckdll.dll, CdTools.dll, CardArtLib.dll""]"
docs/architecture.md	30	runtime-file-reference	CardArt	"P --> PE[""Program Drawcardlib.dll, Deckdll.dll, CdTools.dll, CardArtLib.dll""]"
docs/architecture.md	33	runtime-file-reference	sound	"B --> H[""Art, sound, deck, face, sprite folders""]"
docs/architecture.md	37	runtime-file-reference	Mods/	"A --> J[""Top-level Mods/ canonical mod archive material""]"
docs/architecture.md	47	runtime-file-reference	Shandalar.exe	| Root `Shandalar.exe` and `Program/Shandalar.exe` | Same active SHA-256 in this checkout and copied `MTG`/`Shandalar-Win8-Test` installs: `ad9ee80e0d377e7f1741e48aa0e33c3a8d7bd2873d43045e32bc42812aaa284b`. Both include the `CreateDIBSection hSection = NULL` compatibility patch, the `mPlayer` default-name seed, the name-editor bypass/fallback, and the same-arrow movement-stop code cave. Current `M
docs/architecture.md	48	runtime-file-reference	Magic.exe	| Root `Magic.exe` and `Program/Magic.exe` | Same PE timestamp and imports, different SHA-256; root Shandalar opens root `Magic.exe` in logged startup. | The embedded data or patches differ; test both only with exact path recorded. |
